   1.63753,  24.19821,   0.44350
   1.19670,  36.22506,   0.55050
   1.02140,  40.52174,   0.62080
   0.92537,  42.96420,   0.68990
   0.85263,  44.71611,   0.63910
   0.77347,  46.67263,   0.74360
   0.72114,  47.84015,   0.73630
   0.67299,  49.11637,   0.76340
   0.64090,  49.65857,   0.74150
   0.61460,  50.28133,   0.74320
   0.59651,  50.76727,   0.79710
   0.56150,  51.53069,   0.79070
   0.55532,  51.75831,   0.79090
   0.53159,  52.20205,   0.76170
   0.52531,  52.31969,   0.73790
   0.51103,  52.70332,   0.79070
   0.50555,  52.82097,   0.81850
   0.49337,  53.02046,   0.81490
   0.48235,  53.27366,   0.82650
   0.47648,  53.27494,   0.81120
   0.46150,  53.63299,   0.82510
   0.45724,  53.81586,   0.80280
   0.44908,  54.05882,   0.82190
   0.45379,  53.98594,   0.81970
   0.43631,  54.28517,   0.81010
   0.42997,  54.40026,   0.80840
   0.43053,  54.42583,   0.79260
   0.41915,  54.65089,   0.84100
   0.41641,  54.68159,   0.81660
   0.41718,  54.80563,   0.82610
   0.40819,  54.96931,   0.79940
   0.41155,  54.83120,   0.85520
   0.41066,  54.79028,   0.80700
   0.39650,  55.13811,   0.78830
   0.39516,  55.22634,   0.81680
   0.39220,  55.28389,   0.79940
   0.38753,  55.43862,   0.84140
   0.38768,  55.36445,   0.84750
   0.38275,  55.46547,   0.84170
   0.38244,  55.40409,   0.83410
   0.38245,  55.45652,   0.85240
   0.37933,  55.55882,   0.83060
   0.37664,  55.63683,   0.81440
   0.37021,  55.82097,   0.83770
   0.37507,  55.66113,   0.83100
   0.36834,  55.77110,   0.84260
   0.36833,  55.68926,   0.82900
   0.36571,  55.82225,   0.81550
   0.36871,  55.80051,   0.85040
   0.36303,  55.88107,   0.85490
   0.36420,  55.96292,   0.85480
   0.35853,  55.98082,   0.82540
   0.36132,  56.04731,   0.85420
   0.35863,  55.99105,   0.85170
   0.35808,  56.03836,   0.82540
   0.35242,  56.18287,   0.82060
   0.34754,  56.25703,   0.85090
   0.35258,  56.13427,   0.86620
   0.35018,  56.20844,   0.78440
   0.34656,  56.30563,   0.84600
   0.34483,  56.26087,   0.86470
   0.34616,  56.38491,   0.86320
   0.34086,  56.45013,   0.84500
   0.34816,  56.29668,   0.85520
   0.34693,  56.17008,   0.84190
   0.34856,  56.28005,   0.83710
   0.34400,  56.31202,   0.81550
   0.33680,  56.51279,   0.83260
   0.34341,  56.29028,   0.86250
   0.33315,  56.55371,   0.84780
   0.33600,  56.44501,   0.83950
   0.33657,  56.43095,   0.84850
   0.33346,  56.58184,   0.84530
   0.33602,  56.46164,   0.85730
   0.33300,  56.57033,   0.85890
   0.33075,  56.61637,   0.84390
   0.33524,  56.51279,   0.86260
   0.32709,  56.62532,   0.82650
   0.33259,  56.48082,   0.87750
   0.33055,  56.62404,   0.80020
   0.19108,  59.78517,   0.92150
   0.15205,  60.65985,   0.92570
   0.13577,  60.99105,   0.92680
   0.12555,  61.20077,   0.92610
   0.11771,  61.33632,   0.92690
   0.10888,  61.58696,   0.92600
   0.10268,  61.65857,   0.92810
   0.09937,  61.71100,   0.92790
   0.09553,  61.85294,   0.92860
   0.09173,  61.94757,   0.92800
   0.08783,  61.95524,   0.92810
   0.08258,  62.14962,   0.92940
   0.07759,  62.20972,   0.92680
   0.07506,  62.28772,   0.92830
   0.07241,  62.34271,   0.92650
   0.07137,  62.34399,   0.92770
   0.06774,  62.44757,   0.92770
   0.06792,  62.43478,   0.92600
   0.06523,  62.46164,   0.92900
   0.06540,  62.51918,   0.92870
   0.06340,  62.56778,   0.93150
   0.06005,  62.63939,   0.92990
   0.05816,  62.67647,   0.92740
   0.05716,  62.69565,   0.92900
   0.05724,  62.69949,   0.92860
   0.05335,  62.77110,   0.92770
   0.05640,  62.72890,   0.93080
   0.05370,  62.77877,   0.92750
   0.04962,  62.84911,   0.92760
   0.04922,  62.87724,   0.92600
   0.04853,  62.93350,   0.92830
   0.05104,  62.81458,   0.92760
   0.04687,  62.96547,   0.92860
   0.05196,  62.76982,   0.92880
   0.04563,  62.94757,   0.92700
   0.04767,  62.89386,   0.92760
   0.04544,  62.95908,   0.92840
   0.04776,  62.89898,   0.92610
   0.04707,  62.91177,   0.92660
   0.04447,  62.98721,   0.92520
   0.03023,  63.37340,   0.93400
   0.02425,  63.53069,   0.93430
   0.02338,  63.52557,   0.93530
   0.02233,  63.56138,   0.93470
   0.02105,  63.54987,   0.93630
   0.02009,  63.59591,   0.93360
   0.01993,  63.62148,   0.93560
   0.01905,  63.61893,   0.93550
   0.01890,  63.58952,   0.93480
   0.01866,  63.61381,   0.93530
   0.01653,  63.67775,   0.93420
   0.01805,  63.62276,   0.93500
   0.01701,  63.65089,   0.93440
   0.01660,  63.65857,   0.93350
   0.01528,  63.70844,   0.93470
   0.01598,  63.66368,   0.93290
   0.01599,  63.70844,   0.93490
   0.01625,  63.67008,   0.93400
   0.01559,  63.70588,   0.93400
   0.01595,  63.68670,   0.93410
   0.01467,  63.72506,   0.93320
   0.01460,  63.70716,   0.93400
   0.01503,  63.70077,   0.93270
   0.01473,  63.70588,   0.93410
   0.01494,  63.70972,   0.93400
   0.01438,  63.72634,   0.93480
   0.01405,  63.71995,   0.93380
   0.01367,  63.72506,   0.93280
   0.01344,  63.72251,   0.93460
   0.01365,  63.74169,   0.93190
   0.01338,  63.74169,   0.93350
   0.01317,  63.75192,   0.93420
   0.01271,  63.75192,   0.93570
   0.01222,  63.78261,   0.93440
   0.01275,  63.75831,   0.93400
   0.01288,  63.74424,   0.93360
   0.01231,  63.76982,   0.93490
   0.01311,  63.72379,   0.93470
   0.01206,  63.75703,   0.93560
   0.01229,  63.75320,   0.93640
   0.93640,   0.00000,   0.00000
